State,State2,County,Data_Value,Short_Question_Text,Long,Lat
MA,Massachusetts,Norfolk,15.1,Frequent Mental Distress,-71.20793154,42.16198573
MN,Minnesota,Todd,23.6,Physical Inactivity,-94.89766391,46.07057816
MD,Maryland,Garrett,16.3,Frequent Mental Distress,-79.27284375,39.52875493
MI,Michigan,Schoolcraft,14.9,Binge Drinking,-86.19984987,46.19666125
MI,Michigan,Clare,19.3,Current Cigarette Smoking,-84.84799114,43.98798581
ME,Maine,Piscataquis,27.1,Physical Inactivity,-69.28456871,45.83731418
MI,Michigan,Huron,27.1,Depression,-83.01965046,43.83341728
ME,Maine,Somerset,17.7,Frequent Mental Distress,-69.95904527,45.51388891
MN,Minnesota,Kittson,18.4,Binge Drinking,-96.78255681,48.77681261
MD,Maryland,Allegany,25.2,Physical Inactivity,-78.69720876,39.62124097
MI,Michigan,Allegan,18.4,Binge Drinking,-85.8884941,42.59129296
MI,Michigan,Tuscola,18.6,Frequent Mental Distress,-83.41683089,43.46407209
MI,Michigan,Wexford,18.6,Current Cigarette Smoking,-85.57856901,44.33836134
MN,Minnesota,Aitkin,23.9,Physical Inactivity,-93.41537053,46.60811624
MI,Michigan,Leelanau,14.5,Frequent Mental Distress,-85.81221082,44.93960813
MN,Minnesota,Ramsey,17.7,Binge Drinking,-93.09958628,45.01732908
MN,Minnesota,Mahnomen,30.5,Physical Inactivity,-95.80924965,47.32555191
MN,Minnesota,Stevens,15.9,Current Cigarette Smoking,-96.00037281,45.5861905
MN,Minnesota,Kanabec,24.7,Depression,-93.29325209,45.94521089
MN,Minnesota,Beltrami,20.3,Physical Inactivity,-94.93842557,47.97400718
MN,Minnesota,McLeod,27.2,Depression,-94.2724562,44.82358913
MI,Michigan,Berrien,26.5,Physical Inactivity,-86.41221658,41.95470577
MD,Maryland,Harford,10.9,Current Cigarette Smoking,-76.31690292,39.56142471
MI,Michigan,Livingston,35.4,Obesity,-83.91158259,42.60298881
MD,Maryland,Charles,16.8,Frequent Mental Distress,-76.99218151,38.50694772
MN,Minnesota,Cass,15,Frequent Mental Distress,-94.32578685,46.94927005
MN,Minnesota,Sibley,40.7,Obesity,-94.23114403,44.57946395
MD,Maryland,Worcester,22.2,Physical Inactivity,-75.3337983,38.21274993
MS,Mississippi,Alcorn,23.3,Depression,-88.58022841,34.88082238
MI,Michigan,Cass,35.1,Obesity,-85.99354148,41.91542064
MN,Minnesota,Red Lake,16.3,Current Cigarette Smoking,-96.09563492,47.87167839
MN,Minnesota,Otter Tail,33.7,Short Sleep Duration,-95.70787937,46.40888329
MN,Minnesota,Lincoln,23.4,Binge Drinking,-96.26717241,44.41243625
ME,Maine,Lincoln,20.4,Physical Inactivity,-69.5422011,44.06338404
MI,Michigan,Ontonagon,20,Binge Drinking,-89.31479948,46.66441358
MN,Minnesota,Hennepin,28.2,Short Sleep Duration,-93.47663325,45.00461997
MA,Massachusetts,Hampshire,33.6,Short Sleep Duration,-72.66306073,42.34025167
MI,Michigan,Branch,26.6,Physical Inactivity,-85.05910291,41.91610303
MI,Michigan,Delta,29.3,Short Sleep Duration,-86.92322337,45.91751075
MA,Massachusetts,Franklin,23.6,Depression,-72.59175082,42.5832267
MN,Minnesota,Polk,33.1,Short Sleep Duration,-96.40228969,47.773994
MI,Michigan,Eaton,31.9,Short Sleep Duration,-84.83820635,42.59603586
MI,Michigan,Manistee,14.9,Current Cigarette Smoking,-86.05697721,44.3329667
MN,Minnesota,Swift,18.3,Binge Drinking,-95.68143771,45.28266762
MD,Maryland,Howard,18.6,Depression,-76.93089703,39.25021696
MI,Michigan,Leelanau,15.4,Binge Drinking,-85.81221082,44.93960813
MA,Massachusetts,Bristol,18,Frequent Mental Distress,-71.11420685,41.79706868
MN,Minnesota,Itasca,17.2,Frequent Mental Distress,-93.63201004,47.50918604
MN,Minnesota,Olmsted,35.4,Obesity,-92.40189229,44.00382803
MN,Minnesota,Koochiching,19,Binge Drinking,-93.78366264,48.24477511
ME,Maine,Washington,40.1,Short Sleep Duration,-67.62936323,45.02183823
MN,Minnesota,Wilkin,22.6,Physical Inactivity,-96.46825543,46.35702587
MN,Minnesota,Cook,22.8,Binge Drinking,-90.53152732,47.90305121
MS,Mississippi,Attala,44.2,Obesity,-89.58116951,33.08649294
MN,Minnesota,Marshall,15.2,Frequent Mental Distress,-96.36936442,48.35824501
MD,Maryland,Prince George's,43.7,Short Sleep Duration,-76.84750856,38.82965114
MN,Minnesota,Lake of the Woods,16.6,Current Cigarette Smoking,-94.90464195,48.77129539
MI,Michigan,Ottawa,18.7,Binge Drinking,-85.99616591,42.95983431
MN,Minnesota,Wadena,42.6,Obesity,-94.96954926,46.58588604
MI,Michigan,Menominee,37.3,Short Sleep Duration,-87.55659735,45.58040815
MN,Minnesota,Freeborn,40.6,Obesity,-93.34885033,43.67382079
MI,Michigan,Luce,30.3,Physical Inactivity,-85.54443336,46.47055778
MI,Michigan,Mason,15.4,Frequent Mental Distress,-86.2500363,43.99510197
MI,Michigan,Kalamazoo,26.8,Depression,-85.53120624,42.2454778
MN,Minnesota,Dakota,28.1,Short Sleep Duration,-93.06516272,44.6719521
MD,Maryland,Talbot,21.2,Depression,-76.10365854,38.7700379
MA,Massachusetts,Nantucket,16.4,Physical Inactivity,-70.07344074,41.28422779
MI,Michigan,Jackson,39.3,Obesity,-84.42340557,42.24847133
MN,Minnesota,Wright,22.9,Depression,-93.96308604,45.1740838
MD,Maryland,Dorchester,22.7,Depression,-76.02345801,38.46912562
MN,Minnesota,Traverse,32.4,Short Sleep Duration,-96.47145426,45.77223654
MI,Michigan,Ogemaw,17.5,Frequent Mental Distress,-84.12649221,44.33492682
MI,Michigan,Saginaw,43,Obesity,-84.053179,43.33499945
MN,Minnesota,Stearns,37,Obesity,-94.61363478,45.55226582
MD,Maryland,Wicomico,16.7,Current Cigarette Smoking,-75.62151959,38.37278864
MI,Michigan,Alpena,25.1,Depression,-83.62854414,45.03483073
MD,Maryland,St. Mary's,35.5,Obesity,-76.60579527,38.30138097
MD,Maryland,Washington,16.9,Binge Drinking,-77.81327891,39.60360264
ME,Maine,Somerset,37.3,Obesity,-69.95904527,45.51388891
MI,Michigan,Otsego,18.3,Frequent Mental Distress,-84.59917633,45.02124713
MI,Michigan,Genesee,15.4,Current Cigarette Smoking,-83.70668663,43.02169171
MD,Maryland,Somerset,15.2,Binge Drinking,-75.75888093,38.11368694
MD,Maryland,Kent,11.3,Current Cigarette Smoking,-76.0399434,39.25427008
MI,Michigan,Shiawassee,24.7,Physical Inactivity,-84.14670046,42.95370976
MN,Minnesota,Crow Wing,28.7,Short Sleep Duration,-94.07066041,46.48251941
MD,Maryland,Queen Anne's,17.8,Frequent Mental Distress,-76.02408626,39.06622417
MI,Michigan,Marquette,15.9,Current Cigarette Smoking,-87.64144198,46.43144594
MI,Michigan,Isabella,35.6,Short Sleep Duration,-84.84677008,43.6406349
MI,Michigan,Oakland,31.1,Short Sleep Duration,-83.38578509,42.66038418
MN,Minnesota,Benton,22.3,Binge Drinking,-93.99885943,45.69902144
MA,Massachusetts,Essex,16.7,Frequent Mental Distress,-70.95152145,42.67186083
MN,Minnesota,Lac qui Parle,24,Binge Drinking,-96.17361162,44.99583287
MN,Minnesota,Grant,25.1,Depression,-96.01214188,45.93416066
MI,Michigan,Isabella,23.6,Physical Inactivity,-84.84677008,43.6406349
MN,Minnesota,Dakota,23.6,Depression,-93.06516272,44.6719521
MI,Michigan,Newaygo,16.7,Binge Drinking,-85.80084647,43.55406711
MI,Michigan,Kalamazoo,18.8,Frequent Mental Distress,-85.53120624,42.2454778
MN,Minnesota,Anoka,25.8,Depression,-93.24644844,45.27340162
MD,Maryland,Anne Arundel,20,Physical Inactivity,-76.60376009,39.00605816
MI,Michigan,Kalkaska,19.9,Current Cigarette Smoking,-85.09033287,44.68490441
MI,Michigan,Allegan,24.6,Physical Inactivity,-85.8884941,42.59129296
MD,Maryland,Dorchester,24.3,Depression,-76.02345801,38.46912562
MD,Maryland,Montgomery,12.9,Binge Drinking,-77.20477305,39.13626049
MI,Michigan,Lenawee,26.4,Physical Inactivity,-84.06635479,41.89510175
MS,Mississippi,Jefferson Davis,37.6,Physical Inactivity,-89.82284711,31.56962944
MS,Mississippi,DeSoto,39.6,Obesity,-89.99118415,34.87543846
MT,Montana,Carter,15.7,Frequent Mental Distress,-104.5359571,45.51692305
MO,Missouri,Jasper,18.8,Frequent Mental Distress,-94.34056833,37.203558
MO,Missouri,Gentry,37.6,Obesity,-94.4095547,40.2120581
MO,Missouri,Ralls,40,Obesity,-91.52197607,39.52748444
MO,Missouri,DeKalb,23,Depression,-94.40473204,39.89314407
MT,Montana,Daniels,16.1,Current Cigarette Smoking,-105.548609,48.78377205
MT,Montana,Fallon,33.9,Short Sleep Duration,-104.4174883,46.33420138
MO,Missouri,Moniteau,20,Binge Drinking,-92.58305023,38.6326356
MS,Mississippi,Hancock,22.8,Depression,-89.48851659,30.41580626
MO,Missouri,Greene,18.3,Frequent Mental Distress,-93.34195747,37.25802558
MO,Missouri,Lincoln,18.3,Frequent Mental Distress,-90.95968879,39.05791894
MT,Montana,Dawson,22.4,Depression,-104.8994858,47.26638567
MO,Missouri,Buchanan,39,Short Sleep Duration,-94.80588794,39.65973232
MT,Montana,Jefferson,20.5,Physical Inactivity,-112.0940665,46.14843504
MO,Missouri,Adair,19.2,Frequent Mental Distress,-92.60081806,40.1905163
MS,Mississippi,Carroll,22.2,Depression,-89.92042704,33.44881662
MT,Montana,McCone,30.5,Short Sleep Duration,-105.7953466,47.64510002
MO,Missouri,Oregon,24.7,Depression,-91.40327734,36.68670032
MO,Missouri,Saline,39.3,Short Sleep Duration,-93.20182683,39.13678906
MO,Missouri,Knox,36.6,Short Sleep Duration,-92.14794318,40.12812331
MO,Missouri,Lafayette,20.2,Current Cigarette Smoking,-93.78557898,39.06531591
MS,Mississippi,Sharkey,49.6,Obesity,-90.81340926,32.87991163
MO,Missouri,Howard,18.9,Current Cigarette Smoking,-92.69632879,39.14256624
MT,Montana,Mineral,35.3,Obesity,-114.9982877,47.14733122
MO,Missouri,Phelps,27.8,Physical Inactivity,-91.79232573,37.87701532
MT,Montana,Judith Basin,22.8,Binge Drinking,-110.2660284,47.04536602
MS,Mississippi,Jefferson,10.5,Binge Drinking,-91.0359437,31.73413406
MO,Missouri,Clay,17.3,Current Cigarette Smoking,-94.42103313,39.31077731
MO,Missouri,Marion,35.6,Obesity,-91.6224548,39.80594417
MT,Montana,Judith Basin,15.8,Current Cigarette Smoking,-110.2660284,47.04536602
MS,Mississippi,Lee,21.7,Depression,-88.6803891,34.28989021
MT,Montana,Big Horn,24.5,Depression,-107.4894435,45.42330113
MO,Missouri,Cedar,41.5,Obesity,-93.85652899,37.72383995
MO,Missouri,Miller,39.7,Obesity,-92.42841781,38.21440756
MT,Montana,Meagher,19.7,Physical Inactivity,-110.885737,46.59834025
MS,Mississippi,Issaquena,18.5,Frequent Mental Distress,-90.989026,32.74141255
MT,Montana,Deer Lodge,24.9,Physical Inactivity,-113.0667715,46.06082498
MS,Mississippi,Sunflower,41.9,Short Sleep Duration,-90.58868713,33.60224468
MO,Missouri,St. Louis,24.1,Depression,-90.24697932,38.63175857
MO,Missouri,Wayne,18.6,Binge Drinking,-90.46156913,37.11262825
MO,Missouri,Bates,38.2,Obesity,-94.34019987,38.25740722
MO,Missouri,Stone,25.4,Physical Inactivity,-93.45597708,36.74695848
MO,Missouri,Knox,24.4,Current Cigarette Smoking,-92.14794318,40.12812331
MS,Mississippi,Lafayette,40,Obesity,-89.48486287,34.35681398
MT,Montana,Blaine,21,Binge Drinking,-108.9590988,48.43223795
MO,Missouri,Shannon,41.8,Obesity,-91.39987039,37.15717966
MT,Montana,Golden Valley,19.6,Frequent Mental Distress,-109.1752115,46.38126332
MO,Missouri,Johnson,17.8,Current Cigarette Smoking,-93.80635054,38.74420535
MO,Missouri,Scott,23.9,Depression,-89.56889341,37.05339806
MT,Montana,Hill,22.6,Binge Drinking,-110.1095768,48.62833644
MT,Montana,Garfield,19.2,Binge Drinking,-106.9930152,47.27769518
MO,Missouri,Livingston,38.6,Obesity,-93.54826091,39.78228882
MO,Missouri,Platte,39.9,Obesity,-94.77371228,39.38017904
MO,Missouri,Barry,15.9,Binge Drinking,-93.82902767,36.70983113
MT,Montana,Broadwater,17.4,Current Cigarette Smoking,-111.4957016,46.3326963
MS,Mississippi,Wayne,20.6,Current Cigarette Smoking,-88.69581631,31.64082546
MS,Mississippi,Lamar,38.2,Short Sleep Duration,-89.50865747,31.20593074
MO,Missouri,Barton,18.8,Binge Drinking,-94.34737754,37.50225124
MO,Missouri,Putnam,19.6,Current Cigarette Smoking,-93.01620423,40.47901724
MO,Missouri,Adair,42,Obesity,-92.60081806,40.1905163
MO,Missouri,Bollinger,38.7,Short Sleep Duration,-90.02597477,37.32211749
MT,Montana,Cascade,23.2,Physical Inactivity,-111.3471793,47.30822164
MT,Montana,Gallatin,11.8,Current Cigarette Smoking,-111.1704097,45.54186282
MO,Missouri,Newton,23.9,Depression,-94.33929535,36.90554827
MS,Mississippi,Pearl River,16.7,Frequent Mental Distress,-89.58949127,30.76885245
MO,Missouri,Caldwell,19.4,Binge Drinking,-93.98282078,39.65577015
MS,Mississippi,Kemper,45.4,Obesity,-88.64119348,32.75455425
MO,Missouri,Morgan,31.6,Physical Inactivity,-92.88618532,38.42362759
MS,Mississippi,Webster,19,Current Cigarette Smoking,-89.28500392,33.61313718
MO,Missouri,Monroe,40.3,Short Sleep Duration,-92.00061808,39.49557448
MS,Mississippi,Covington,21.9,Depression,-89.55261552,31.63330209
MT,Montana,Big Horn,23.4,Current Cigarette Smoking,-107.4894435,45.42330113
MO,Missouri,Dunklin,19.9,Frequent Mental Distress,-90.09088681,36.27230151
MT,Montana,Mineral,17.5,Current Cigarette Smoking,-114.9982877,47.14733122
MO,Missouri,Pike,22.6,Current Cigarette Smoking,-91.17136776,39.34379448
MS,Mississippi,Smith,19.6,Frequent Mental Distress,-89.50664413,32.0177763
MS,Mississippi,Itawamba,24.4,Depression,-88.36125301,34.27980367
MO,Missouri,Moniteau,18.5,Frequent Mental Distress,-92.58305023,38.6326356
MO,Missouri,Polk,42,Obesity,-93.40045527,37.6164897
MS,Mississippi,Tate,16,Binge Drinking,-89.94484011,34.65036081
MS,Mississippi,Tippah,41.7,Obesity,-88.908935,34.76844512
MO,Missouri,St. Louis,17.1,Frequent Mental Distress,-90.44256351,38.64072421
MO,Missouri,Audrain,26.2,Current Cigarette Smoking,-91.84167519,39.21566462
MS,Mississippi,Calhoun,19.8,Frequent Mental Distress,-89.33636127,33.93641481
MT,Montana,Daniels,31.9,Obesity,-105.548609,48.78377205
MO,Missouri,Laclede,19.3,Binge Drinking,-92.59040872,37.65817469
MT,Montana,Beaverhead,31.4,Short Sleep Duration,-112.8992549,45.13286812
MT,Montana,Deer Lodge,17.5,Frequent Mental Distress,-113.0667715,46.06082498
MO,Missouri,Stone,36.2,Short Sleep Duration,-93.45597708,36.74695848
MS,Mississippi,Claiborne,11.4,Binge Drinking,-90.91177195,31.97361213
MO,Missouri,Bollinger,22.4,Frequent Mental Distress,-90.02597477,37.32211749
MT,Montana,Blaine,41.4,Obesity,-108.9590988,48.43223795
MO,Missouri,Pettis,38.6,Short Sleep Duration,-93.28502538,38.72820657
MS,Mississippi,Walthall,32.5,Physical Inactivity,-90.10614569,31.14837567
MO,Missouri,Pettis,25.5,Depression,-93.28502538,38.72820657
MS,Mississippi,Yazoo,19.7,Depression,-90.39639833,32.77996237
MO,Missouri,Montgomery,20.8,Frequent Mental Distress,-91.47029147,38.94133733
MS,Mississippi,Claiborne,18.3,Frequent Mental Distress,-90.91177195,31.97361213
MS,Mississippi,Winston,21.6,Depression,-89.03447329,33.08846019
MS,Mississippi,Greene,42.6,Obesity,-88.63911564,31.21434989
MS,Mississippi,Lauderdale,15.2,Binge Drinking,-88.66248475,32.40429728
MS,Mississippi,Madison,15.2,Binge Drinking,-90.03333412,32.63459654
MO,Missouri,Dunklin,34.1,Physical Inactivity,-90.09088681,36.27230151
MT,Montana,Cascade,35.1,Short Sleep Duration,-111.3471793,47.30822164
MO,Missouri,Holt,21.4,Current Cigarette Smoking,-95.2149362,40.09449025
MO,Missouri,Worth,25.3,Depression,-94.42211312,40.47909178
MS,Mississippi,Jackson,26.5,Physical Inactivity,-88.63533437,30.53468268
MO,Missouri,Iron,16.6,Binge Drinking,-90.77368481,37.55531767
MO,Missouri,Clark,41.5,Short Sleep Duration,-91.73820643,40.41028936
MS,Mississippi,Scott,39.9,Short Sleep Duration,-89.53776494,32.40661527
MO,Missouri,Dent,31.8,Physical Inactivity,-91.50769777,37.60643903
MO,Missouri,Lawrence,17.6,Binge Drinking,-93.83299691,37.10636028
MS,Mississippi,Quitman,43.9,Short Sleep Duration,-90.28925297,34.25122803
MO,Missouri,St. Louis,20.1,Binge Drinking,-90.44256351,38.64072421
MO,Missouri,Webster,18.2,Binge Drinking,-92.87576188,37.28091236
MS,Mississippi,Chickasaw,20.8,Depression,-88.94786809,33.92082308
MO,Missouri,McDonald,18.7,Binge Drinking,-94.34827882,36.62870063
MO,Missouri,Madison,29.7,Physical Inactivity,-90.34499254,37.47804688
MS,Mississippi,Lee,17.9,Frequent Mental Distress,-88.6803891,34.28989021
MO,Missouri,Jackson,21.7,Physical Inactivity,-94.34627553,39.00850447
MO,Missouri,Ray,24.6,Depression,-93.98995585,39.35225763
MS,Mississippi,Lawrence,35.6,Physical Inactivity,-90.10673466,31.55008621
MS,Mississippi,Panola,20.7,Current Cigarette Smoking,-89.95074158,34.36379327
MS,Mississippi,Tunica,50.1,Obesity,-90.37499214,34.65063107
MO,Missouri,Boone,19.4,Physical Inactivity,-92.30974687,38.99115514
MO,Missouri,Monroe,32.7,Physical Inactivity,-92.00061808,39.49557448
MO,Missouri,Oregon,31.8,Physical Inactivity,-91.40327734,36.68670032
MO,Missouri,Holt,28.7,Physical Inactivity,-95.2149362,40.09449025
MO,Missouri,Osage,36.6,Obesity,-91.86160329,38.46005066
MS,Mississippi,Harrison,29.1,Physical Inactivity,-89.11141555,30.50427801
MS,Mississippi,Lawrence,39.1,Short Sleep Duration,-90.10673466,31.55008621
MS,Mississippi,Montgomery,21.2,Depression,-89.61655072,33.49401934
MT,Montana,Jefferson,13.7,Current Cigarette Smoking,-112.0940665,46.14843504
MO,Missouri,Caldwell,40,Obesity,-93.98282078,39.65577015
MO,Missouri,Lewis,20.3,Frequent Mental Distress,-91.72179133,40.09670256
MO,Missouri,Macon,20.3,Binge Drinking,-92.56452846,39.83045335
MT,Montana,Glacier,28.6,Depression,-112.9945614,48.70497553
MO,Missouri,Douglas,38.9,Obesity,-92.49873941,36.93253539
MO,Missouri,Laclede,44.3,Obesity,-92.59040872,37.65817469
MO,Missouri,Barry,25,Depression,-93.82902767,36.70983113
MS,Mississippi,Montgomery,40.5,Short Sleep Duration,-89.61655072,33.49401934
MO,Missouri,Boone,33.9,Short Sleep Duration,-92.30974687,38.99115514
MS,Mississippi,Jackson,37.3,Short Sleep Duration,-88.63533437,30.53468268
MS,Mississippi,Smith,22.3,Depression,-89.50664413,32.0177763
MS,Mississippi,Jones,17,Frequent Mental Distress,-89.16882447,31.6225661
MO,Missouri,Wayne,24,Depression,-90.46156913,37.11262825
MS,Mississippi,Stone,18.4,Frequent Mental Distress,-89.11762628,30.78999211
MS,Mississippi,Madison,19.4,Depression,-90.03333412,32.63459654
MS,Mississippi,Leake,13.3,Binge Drinking,-89.52398894,32.75360246
MS,Mississippi,Tishomingo,18.7,Current Cigarette Smoking,-88.23924652,34.7404342
MS,Mississippi,Hinds,19.3,Depression,-90.44267412,32.26647425
MO,Missouri,Atchison,29.3,Physical Inactivity,-95.42820826,40.43084093
MO,Missouri,Reynolds,32.7,Physical Inactivity,-90.9691331,37.36243528
MO,Missouri,Polk,24.5,Current Cigarette Smoking,-93.40045527,37.6164897
MO,Missouri,Cape Girardeau,19.6,Frequent Mental Distress,-89.68460255,37.38428829
MO,Missouri,Harrison,23.4,Depression,-93.99193805,40.35478836
MO,Missouri,Camden,19.1,Current Cigarette Smoking,-92.76578413,38.02670739
MT,Montana,Hill,34.9,Obesity,-110.1095768,48.62833644
MO,Missouri,Knox,33.3,Physical Inactivity,-92.14794318,40.12812331
MO,Missouri,Crawford,17,Binge Drinking,-91.30412324,37.97651224
MO,Missouri,Gasconade,35.9,Short Sleep Duration,-91.50794565,38.44082806
MS,Mississippi,Jefferson,42.5,Short Sleep Duration,-91.0359437,31.73413406
MS,Mississippi,Chickasaw,18.5,Frequent Mental Distress,-88.94786809,33.92082308
MT,Montana,Missoula,17.6,Frequent Mental Distress,-113.9235989,47.03652962
MO,Missouri,Putnam,16.9,Binge Drinking,-93.01620423,40.47901724
MO,Missouri,Stone,23.5,Depression,-93.45597708,36.74695848
MO,Missouri,Taney,24.6,Depression,-93.04116192,36.65475927
MS,Mississippi,Neshoba,23.8,Depression,-89.11750852,32.75342543
MS,Mississippi,Clay,11.7,Binge Drinking,-88.7823337,33.65597987
MT,Montana,McCone,19.6,Physical Inactivity,-105.7953466,47.64510002
MS,Mississippi,Wayne,45,Obesity,-88.69581631,31.64082546
MS,Mississippi,Simpson,20.1,Current Cigarette Smoking,-89.91984814,31.91309769
MS,Mississippi,Leflore,25.3,Current Cigarette Smoking,-90.30120664,33.55061614
MO,Missouri,Daviess,32,Physical Inactivity,-93.98562254,39.96089078
MO,Missouri,Laclede,23.8,Current Cigarette Smoking,-92.59040872,37.65817469
MS,Mississippi,Coahoma,24,Current Cigarette Smoking,-90.60175394,34.22981111
MS,Mississippi,Humphreys,51,Obesity,-90.52696878,33.12870237
MS,Mississippi,Rankin,16.7,Frequent Mental Distress,-89.94563348,32.26402073
MS,Mississippi,Yazoo,13.9,Binge Drinking,-90.39639833,32.77996237
MT,Montana,Carter,31.9,Short Sleep Duration,-104.5359571,45.51692305
MO,Missouri,Callaway,20.3,Frequent Mental Distress,-91.92595426,38.83523683
MO,Missouri,Greene,19.4,Binge Drinking,-93.34195747,37.25802558
MO,Missouri,Stoddard,32.1,Physical Inactivity,-89.94445021,36.85564003
MO,Missouri,Linn,23.4,Current Cigarette Smoking,-93.10686667,39.87046969
MO,Missouri,Harrison,29.5,Physical Inactivity,-93.99193805,40.35478836
MO,Missouri,Iron,25.7,Depression,-90.77368481,37.55531767
MO,Missouri,Ray,40.4,Obesity,-93.98995585,39.35225763
MS,Mississippi,Scott,18.1,Frequent Mental Distress,-89.53776494,32.40661527
MO,Missouri,Benton,38.4,Obesity,-93.28818395,38.29483862
MS,Mississippi,Simpson,15.6,Binge Drinking,-89.91984814,31.91309769
MO,Missouri,Sullivan,16.2,Binge Drinking,-93.11166984,40.21068255
MO,Missouri,St. Francois,18.6,Frequent Mental Distress,-90.47216053,37.81017643
MO,Missouri,Andrew,18.7,Current Cigarette Smoking,-94.80135768,39.98343329
MS,Mississippi,Greene,20.1,Current Cigarette Smoking,-88.63911564,31.21434989
MO,Missouri,Christian,20.1,Current Cigarette Smoking,-93.18885251,36.96953834
MO,Missouri,Putnam,40,Obesity,-93.01620423,40.47901724
MS,Mississippi,Panola,19,Frequent Mental Distress,-89.95074158,34.36379327
